step,name,x,y,z
10300,Gezegen1,-7.00388,-7.37127,0
10300,Gezegen2,11.8089,-14.4086,0
10350,Merkez,-0.406109,0.282079,0
10350,Gezegen1,-6.6234,-7.68319,0
10350,Gezegen2,12.0894,-14.1772,0
10400,Merkez,-0.409634,0.281689,0
10400,Gezegen1,-6.22783,-7.97583,0
10400,Gezegen2,12.3654,-13.9406,0
10450,Merkez,-0.413151,0.281253,0
10450,Gezegen1,-5.81811,-8.24845,0
10450,Gezegen2,12.6368,-13.6989,0
10500,Merkez,-0.416657,0.280772,0
10500,Gezegen1,-5.39525,-8.50037,0
10500,Gezegen2,12.9035,-13.4522,0
10550,Merkez,-0.420152,0.280244,0
10550,Gezegen1,-4.96025,-8.73096,0
10550,Gezegen2,13.1655,-13.2006,0
10600,Merkez,-0.423634,0.279671,0
10600,Gezegen1,-4.51417,-8.93964,0
10600,Gezegen2,13.4226,-12.9442,0
10650,Merkez,-0.427101,0.279051,0
10650,Gezegen1,-4.05809,-9.12587,0
10650,Gezegen2,13.6748,-12.6831,0
10700,Merkez,-0.430552,0.278386,0
10700,Gezegen1,-3.59311,-9.28916,0
10700,Gezegen2,13.922,-12.4174,0
10750,Merkez,-0.433985,0.277675,0
10750,Gezegen1,-3.12038,-9.42908,0
10750,Gezegen2,14.164,-12.1472,0
10800,Merkez,-0.437398,0.276918,0
10800,Gezegen1,-2.64102,-9.54527,0
10800,Gezegen2,14.4009,-11.8725,0
10850,Merkez,-0.440791,0.276115,0
10850,Gezegen1,-2.15623,-9.63739,0
10850,Gezegen2,14.6325,-11.5935,0
10900,Merkez,-0.444162,0.275267,0
10900,Gezegen1,-1.66719,-9.70519,0
10900,Gezegen2,14.8588,-11.3104,0
10950,Merkez,-0.447508,0.274374,0
10950,Gezegen1,-1.17509,-9.74845,0
10950,Gezegen2,15.0796,-11.0231,0
11000,Merkez,-0.450829,0.273436,0
11000,Gezegen1,-0.681151,-9.76702,0
11000,Gezegen2,15.2949,-10.7319,0
11050,Merkez,-0.454122,0.272455,0
11050,Gezegen1,-0.186598,-9.76083,0
11050,Gezegen2,15.5047,-10.4368,0
11100,Merkez,-0.457387,0.271429,0
11100,Gezegen1,0.307344,-9.72984,0
11100,Gezegen2,15.7089,-10.1378,0
11150,Merkez,-0.460621,0.270361,0
11150,Gezegen1,0.799444,-9.67407,0
11150,Gezegen2,15.9073,-9.83529,0
11200,Merkez,-0.463824,0.26925,0
11200,Gezegen1,1.28847,-9.59363,0
11200,Gezegen2,16.1,-9.52918,0
11250,Merkez,-0.466993,0.268097,0
11250,Gezegen1,1.7732,-9.48867,0
11250,Gezegen2,16.2869,-9.21963,0
11300,Merkez,-0.470127,0.266903,0
11300,Gezegen1,2.2524,-9.35939,0
11300,Gezegen2,16.4679,-8.90676,0
11350,Merkez,-0.473225,0.265669,0
11350,Gezegen1,2.72487,-9.20608,0
11350,Gezegen2,16.6429,-8.59068,0
11400,Merkez,-0.476284,0.264397,0
11400,Gezegen1,3.1894,-9.02907,0
11400,Gezegen2,16.812,-8.27151,0
11450,Merkez,-0.479305,0.263086,0
11450,Gezegen1,3.64481,-8.82877,0
11450,Gezegen2,16.975,-7.94936,0
11500,Merkez,-0.482285,0.261737,0
11500,Gezegen1,4.08993,-8.60562,0
11500,Gezegen2,17.132,-7.62436,0
11550,Merkez,-0.485222,0.260353,0
11550,Gezegen1,4.52362,-8.36014,0
11550,Gezegen2,17.2828,-7.29661,0
11600,Merkez,-0.488117,0.258934,0
11600,Gezegen1,4.94474,-8.09292,0
11600,Gezegen2,17.4274,-6.96624,0
11650,Merkez,-0.490966,0.257481,0
11650,Gezegen1,5.35222,-7.80458,0
11650,Gezegen2,17.5657,-6.63336,0
11700,Merkez,-0.493769,0.255996,0
11700,Gezegen1,5.74498,-7.49583,0
11700,Gezegen2,17.6978,-6.2981,0
11750,Merkez,-0.496525,0.25448,0
11750,Gezegen1,6.12201,-7.16739,0
11750,Gezegen2,17.8236,-5.96057,0
11800,Merkez,-0.499233,0.252935,0
11800,Gezegen1,6.48229,-6.82009,0
11800,Gezegen2,17.9431,-5.6209,0
11850,Merkez,-0.501891,0.251361,0
11850,Gezegen1,6.8249,-6.45477,0
11850,Gezegen2,18.0562,-5.27921,0
11900,Merkez,-0.504498,0.24976,0
11900,Gezegen1,7.14891,-6.07233,0
11900,Gezegen2,18.1628,-4.93562,0
11950,Merkez,-0.507054,0.248135,0
11950,Gezegen1,7.45347,-5.67372,0
11950,Gezegen2,18.2631,-4.59024,0
12000,Merkez,-0.509557,0.246486,0
12000,Gezegen1,7.73777,-5.25995,0
12000,Gezegen2,18.3568,-4.24321,0
12050,Merkez,-0.512007,0.244815,0
12050,Gezegen1,8.00103,-4.83206,0
12050,Gezegen2,18.4441,-3.89464,0
12100,Merkez,-0.514402,0.243124,0
12100,Gezegen1,8.24256,-4.39113,0
12100,Gezegen2,18.5249,-3.54465,0
12150,Merkez,-0.516742,0.241415,0
12150,Gezegen1,8.4617,-3.93828,0
12150,Gezegen2,18.5991,-3.19337,0
12200,Merkez,-0.519027,0.239689,0
12200,Gezegen1,8.65785,-3.47466,0
12200,Gezegen2,18.6668,-2.84092,0
12250,Merkez,-0.521255,0.237949,0
12250,Gezegen1,8.83049,-3.00147,0
12250,Gezegen2,18.728,-2.48743,0
12300,Merkez,-0.523427,0.236195,0
12300,Gezegen1,8.97915,-2.51992,0
12300,Gezegen2,18.7825,-2.133,0
12350,Merkez,-0.525541,0.23443,0
12350,Gezegen1,9.10341,-2.03126,0
12350,Gezegen2,18.8305,-1.77778,0
12400,Merkez,-0.527597,0.232656,0
12400,Gezegen1,9.20295,-1.53674,0
12400,Gezegen2,18.8719,-1.42187,0
12450,Merkez,-0.529596,0.230875,0
12450,Gezegen1,9.27747,-1.03764,0
12450,Gezegen2,18.9066,-1.0654,0
12500,Merkez,-0.531536,0.229088,0
12500,Gezegen1,9.32678,-0.535271,0
12500,Gezegen2,18.9348,-0.708495,0
12550,Merkez,-0.533418,0.227297,0
12550,Gezegen1,9.35074,-0.0309258,0
12550,Gezegen2,18.9564,-0.351272,0
12600,Merkez,-0.535241,0.225505,0
12600,Gezegen1,9.34928,0.474083,0
12600,Gezegen2,18.9714,0.00614852,0
12650,Merkez,-0.537006,0.223713,0
12650,Gezegen1,9.32239,0.978442,0
12650,Gezegen2,18.9798,0.363644,0
12700,Merkez,-0.538713,0.221924,0
12700,Gezegen1,9.27015,1.48084,0
12700,Gezegen2,18.9816,0.721094,0
12750,Merkez,-0.540362,0.220138,0
12750,Gezegen1,9.19269,1.97998,0
12750,Gezegen2,18.9768,1.07838,0
12800,Merkez,-0.541952,0.218359,0
12800,Gezegen1,9.09022,2.47456,0
12800,Gezegen2,18.9654,1.43538,0
12850,Merkez,-0.543486,0.216587,0
12850,Gezegen1,8.96301,2.9633,0
12850,Gezegen2,18.9475,1.79197,0
12900,Merkez,-0.544962,0.214825,0
12900,Gezegen1,8.8114,3.44494,0
12900,Gezegen2,18.9231,2.14804,0
12950,Merkez,-0.546381,0.213074,0
12950,Gezegen1,8.63579,3.91824,0
12950,Gezegen2,18.8921,2.50347,0
13000,Merkez,-0.547745,0.211337,0
13000,Gezegen1,8.43666,4.38199,0
13000,Gezegen2,18.8546,2.85814,0
13050,Merkez,-0.549053,0.209615,0
13050,Gezegen1,8.21454,4.83499,0
13050,Gezegen2,18.8106,3.21193,0
13100,Merkez,-0.550306,0.20791,0
13100,Gezegen1,7.97,5.2761,0
13100,Gezegen2,18.7602,3.56472,0
13150,Merkez,-0.551506,0.206224,0
13150,Gezegen1,7.70372,5.70419,0
13150,Gezegen2,18.7034,3.91641,0
13200,Merkez,-0.552652,0.204558,0
13200,Gezegen1,7.41639,6.11817,0
13200,Gezegen2,18.6401,4.26686,0
13250,Merkez,-0.553746,0.202913,0
13250,Gezegen1,7.10877,6.51702,0
13250,Gezegen2,18.5705,4.61598,0
13300,Merkez,-0.554789,0.201292,0
13300,Gezegen1,6.78168,6.89973,0
13300,Gezegen2,18.4945,4.96364,0
13350,Merkez,-0.555782,0.199696,0
13350,Gezegen1,6.43597,7.26535,0
13350,Gezegen2,18.4122,5.30973,0
13400,Merkez,-0.556726,0.198126,0
13400,Gezegen1,6.07255,7.61298,0
13400,Gezegen2,18.3237,5.65413,0
13450,Merkez,-0.557622,0.196585,0
13450,Gezegen1,5.69237,7.94176,0
13450,Gezegen2,18.2289,5.99674,0
13500,Merkez,-0.558471,0.195072,0
13500,Gezegen1,5.29642,8.25089,0
13500,Gezegen2,18.1279,6.33745,0
13550,Merkez,-0.559275,0.19359,0
13550,Gezegen1,4.88572,8.53962,0
13550,Gezegen2,18.0208,6.67614,0
13600,Merkez,-0.560034,0.192139,0
13600,Gezegen1,4.46135,8.80726,0
13600,Gezegen2,17.9075,7.01271,0
13650,Merkez,-0.560751,0.190722,0
13650,Gezegen1,4.02438,9.05317,0
13650,Gezegen2,17.7882,7.34704,0
13700,Merkez,-0.561426,0.189338,0
13700,Gezegen1,3.57594,9.27679,0
13700,Gezegen2,17.6629,7.67904,0
13750,Merkez,-0.56206,0.187989,0
13750,Gezegen1,3.11718,9.47757,0
13750,Gezegen2,17.5316,8.00859,0
13800,Merkez,-0.562656,0.186677,0
13800,Gezegen1,2.64925,9.65508,0
13800,Gezegen2,17.3944,8.33558,0
13850,Merkez,-0.563215,0.185401,0
13850,Gezegen1,2.17335,9.8089,0
13850,Gezegen2,17.2513,8.65992,0
13900,Merkez,-0.563738,0.184164,0
13900,Gezegen1,1.69068,9.9387,0
13900,Gezegen2,17.1025,8.9815,0
13950,Merkez,-0.564226,0.182965,0
13950,Gezegen1,1.20244,10.0442,0
13950,Gezegen2,16.9478,9.30023,0
14000,Merkez,-0.564682,0.181805,0
14000,Gezegen1,0.709854,10.1252,0
14000,Gezegen2,16.7875,9.61599,0
14050,Merkez,-0.565107,0.180685,0
14050,Gezegen1,0.214158,10.1815,0
14050,Gezegen2,16.6215,9.92869,0
14100,Merkez,-0.565501,0.179606,0
14100,Gezegen1,-0.283422,10.213,0
14100,Gezegen2,16.4499,10.2382,0
14150,Merkez,-0.565868,0.178568,0
14150,Gezegen1,-0.781654,10.2198,0
14150,Gezegen2,16.2728,10.5445,0
14200,Merkez,-0.566207,0.177571,0
14200,Gezegen1,-1.27931,10.2018,0
14200,Gezegen2,16.0903,10.8474,0
14250,Merkez,-0.566522,0.176616,0
14250,Gezegen1,-1.77517,10.1591,0
14250,Gezegen2,15.9024,11.1469,0
14300,Merkez,-0.566813,0.175704,0
14300,Gezegen1,-2.26802,10.0918,0
14300,Gezegen2,15.7092,11.4429,0
14350,Merkez,-0.567082,0.174834,0
14350,Gezegen1,-2.75666,10.0002,0
14350,Gezegen2,15.5107,11.7352,0
14400,Merkez,-0.56733,0.174007,0
14400,Gezegen1,-3.23989,9.88458,0
14400,Gezegen2,15.307,12.0238,0
14450,Merkez,-0.567559,0.173222,0
14450,Gezegen1,-3.71655,9.74517,0
14450,Gezegen2,15.0982,12.3086,0
14500,Merkez,-0.567771,0.17248,0
14500,Gezegen1,-4.18549,9.58238,0
14500,Gezegen2,14.8844,12.5894,0
14550,Merkez,-0.567967,0.171782,0
14550,Gezegen1,-4.64556,9.39664,0
14550,Gezegen2,14.6656,12.8663,0
14600,Merkez,-0.568149,0.171126,0
14600,Gezegen1,-5.09567,9.18844,0
14600,Gezegen2,14.4419,13.1392,0
14650,Merkez,-0.568317,0.170513,0
14650,Gezegen1,-5.53473,8.9583,0
14650,Gezegen2,14.2134,13.4078,0
14700,Merkez,-0.568474,0.169942,0
14700,Gezegen1,-5.9617,8.70681,0
14700,Gezegen2,13.9801,13.6723,0
14750,Merkez,-0.568621,0.169414,0
14750,Gezegen1,-6.37554,8.4346,0
14750,Gezegen2,13.7422,13.9324,0
14800,Merkez,-0.568759,0.168927,0
14800,Gezegen1,-6.77527,8.14236,0
14800,Gezegen2,13.4998,14.1881,0
14850,Merkez,-0.568889,0.168483,0
14850,Gezegen1,-7.15994,7.8308,0
14850,Gezegen2,13.2528,14.4393,0
14900,Merkez,-0.569014,0.168079,0
14900,Gezegen1,-7.52863,7.50071,0
14900,Gezegen2,13.0014,14.686,0
14950,Merkez,-0.569133,0.167717,0
14950,Gezegen1,-7.88045,7.15288,0
14950,Gezegen2,12.7457,14.9281,0
15000,Merkez,-0.569249,0.167395,0
15000,Gezegen1,-8.21458,6.78818,0
15000,Gezegen2,12.4858,15.1654,0
15050,Merkez,-0.569363,0.167112,0
15050,Gezegen1,-8.53021,6.40749,0
15050,Gezegen2,12.2217,15.398,0
15100,Merkez,-0.569476,0.166869,0
15100,Gezegen1,-8.82659,6.01173,0
15100,Gezegen2,11.9535,15.6258,0
15150,Merkez,-0.569589,0.166665,0
15150,Gezegen1,-9.10301,5.60188,0
15150,Gezegen2,11.6814,15.8486,0
15200,Merkez,-0.569703,0.166499,0
15200,Gezegen1,-9.35882,5.17892,0
15200,Gezegen2,11.4053,16.0665,0
15250,Merkez,-0.569819,0.16637,0
15250,Gezegen1,-9.5934,4.74387,0
15250,Gezegen2,11.1255,16.2793,0
15300,Merkez,-0.569939,0.166277,0
15300,Gezegen1,-9.80619,4.29779,0
15300,Gezegen2,10.8419,16.487,0
15350,Merkez,-0.570062,0.16622,0
15350,Gezegen1,-9.99667,3.84175,0
15350,Gezegen2,10.5548,16.6896,0
15400,Merkez,-0.570191,0.166199,0
15400,Gezegen1,-10.1644,3.37685,0
15400,Gezegen2,10.2641,16.8869,0
15450,Merkez,-0.570326,0.166211,0
15450,Gezegen1,-10.3089,2.90422,0
15450,Gezegen2,9.96997,17.0789,0
15500,Merkez,-0.570468,0.166257,0
15500,Gezegen1,-10.4299,2.42498,0
15500,Gezegen2,9.67252,17.2656,0
15550,Merkez,-0.570617,0.166335,0
15550,Gezegen1,-10.5271,1.9403,0
15550,Gezegen2,9.37184,17.4469,0
15600,Merkez,-0.570775,0.166445,0
15600,Gezegen1,-10.6002,1.45135,0
15600,Gezegen2,9.06801,17.6227,0
15650,Merkez,-0.570942,0.166585,0
15650,Gezegen1,-10.6491,0.959304,0
15650,Gezegen2,8.76115,17.7931,0
15700,Merkez,-0.571118,0.166755,0
15700,Gezegen1,-10.6735,0.465351,0
15700,Gezegen2,8.45134,17.9578,0
15750,Merkez,-0.571305,0.166954,0
15750,Gezegen1,-10.6735,-0.029311,0
15750,Gezegen2,8.13868,18.117,0
15800,Merkez,-0.571502,0.167181,0
15800,Gezegen1,-10.649,-0.523485,0
15800,Gezegen2,7.82328,18.2705,0
15850,Merkez,-0.571711,0.167434,0
15850,Gezegen1,-10.6,-1.01597,0
15850,Gezegen2,7.50524,18.4183,0
15900,Merkez,-0.571932,0.167714,0
15900,Gezegen1,-10.5267,-1.50557,0
15900,Gezegen2,7.18465,18.5604,0
15950,Merkez,-0.572164,0.168018,0
15950,Gezegen1,-10.4291,-1.99109,0
15950,Gezegen2,6.86163,18.6967,0
16000,Merkez,-0.572409,0.168346,0
16000,Gezegen1,-10.3076,-2.47135,0
16000,Gezegen2,6.53627,18.8272,0
16050,Merkez,-0.572666,0.168696,0
16050,Gezegen1,-10.1624,-2.94516,0
16050,Gezegen2,6.20867,18.9518,0
16100,Merkez,-0.572936,0.169069,0
16100,Gezegen1,-9.99374,-3.41136,0
16100,Gezegen2,5.87894,19.0705,0
16150,Merkez,-0.573219,0.169463,0
16150,Gezegen1,-9.80209,-3.86881,0
16150,Gezegen2,5.54719,19.1832,0
16200,Merkez,-0.573515,0.169876,0
16200,Gezegen1,-9.58787,-4.31637,0
16200,Gezegen2,5.21351,19.29,0
16250,Merkez,-0.573824,0.170309,0
16250,Gezegen1,-9.35156,-4.75294,0
16250,Gezegen2,4.87802,19.3908,0
16300,Merkez,-0.574145,0.170759,0
16300,Gezegen1,-9.09373,-5.17741,0
16300,Gezegen2,4.54082,19.4856,0
16350,Merkez,-0.57448,0.171227,0
16350,Gezegen1,-8.81497,-5.58874,0
16350,Gezegen2,4.20201,19.5743,0
16400,Merkez,-0.574828,0.171711,0
16400,Gezegen1,-8.51593,-5.98589,0
16400,Gezegen2,3.8617,19.657,0
16450,Merkez,-0.575188,0.17221,0
16450,Gezegen1,-8.19733,-6.36786,0
16450,Gezegen2,3.52,19.7335,0
16500,Merkez,-0.57556,0.172724,0
16500,Gezegen1,-7.85991,-6.73367,0
16500,Gezegen2,3.17702,19.8039,0
16550,Merkez,-0.575945,0.173252,0
16550,Gezegen1,-7.50449,-7.08241,0
16550,Gezegen2,2.83287,19.8682,0
16600,Merkez,-0.576341,0.173792,0
16600,Gezegen1,-7.13191,-7.41317,0
16600,Gezegen2,2.48764,19.9263,0
16650,Merkez,-0.576749,0.174344,0
16650,Gezegen1,-6.74308,-7.72511,0
16650,Gezegen2,2.14146,19.9782,0
16700,Merkez,-0.577168,0.174908,0
16700,Gezegen1,-6.33892,-8.01741,0
16700,Gezegen2,1.79442,20.0238,0
16750,Merkez,-0.577598,0.175483,0
16750,Gezegen1,-5.92042,-8.28931,0
16750,Gezegen2,1.44664,20.0633,0
16800,Merkez,-0.578038,0.176067,0
16800,Gezegen1,-5.48861,-8.54011,0
16800,Gezegen2,1.09822,20.0966,0
16850,Merkez,-0.578487,0.176661,0
16850,Gezegen1,-5.04454,-8.76913,0
16850,Gezegen2,0.749286,20.1236,0
16900,Merkez,-0.578945,0.177264,0
16900,Gezegen1,-4.58929,-8.97578,0
16900,Gezegen2,0.39993,20.1444,0
16950,Merkez,-0.579412,0.177875,0
16950,Gezegen1,-4.124,-9.15948,0
16950,Gezegen2,0.0502679,20.1589,0
17000,Merkez,-0.579887,0.178494,0
17000,Gezegen1,-3.64982,-9.31974,0
17000,Gezegen2,-0.299592,20.1672,0
17050,Merkez,-0.580369,0.17912,0
17050,Gezegen1,-3.16792,-9.45612,0
17050,Gezegen2,-0.649539,20.1692,0
17100,Merkez,-0.580858,0.179754,0
17100,Gezegen1,-2.6795,-9.56823,0
17100,Gezegen2,-0.999466,20.1649,0
17150,Merkez,-0.581353,0.180394,0
17150,Gezegen1,-2.1858,-9.65575,0
17150,Gezegen2,-1.34926,20.1544,0
17200,Merkez,-0.581853,0.18104,0
17200,Gezegen1,-1.68804,-9.71842,0
17200,Gezegen2,-1.69882,20.1377,0
17250,Merkez,-0.582357,0.181693,0
17250,Gezegen1,-1.18749,-9.75604,0
17250,Gezegen2,-2.04802,20.1147,0
17300,Merkez,-0.582866,0.182351,0
17300,Gezegen1,-0.685399,-9.76848,0
17300,Gezegen2,-2.39677,20.0854,0
17350,Merkez,-0.583377,0.183016,0
17350,Gezegen1,-0.183054,-9.75567,0
17350,Gezegen2,-2.74495,20.0499,0
17400,Merkez,-0.583891,0.183687,0
17400,Gezegen1,0.318273,-9.7176,0
17400,Gezegen2,-3.09245,20.0082,0
17450,Merkez,-0.584406,0.184363,0
17450,Gezegen1,0.817304,-9.65433,0
17450,Gezegen2,-3.43916,19.9603,0
17500,Merkez,-0.584923,0.185045,0
17500,Gezegen1,1.31276,-9.566,0
17500,Gezegen2,-3.78498,19.9061,0
17550,Merkez,-0.585439,0.185734,0
17550,Gezegen1,1.80338,-9.45279,0
17550,Gezegen2,-4.1298,19.8458,0
17600,Merkez,-0.585955,0.186428,0
17600,Gezegen1,2.2879,-9.31497,0
17600,Gezegen2,-4.4735,19.7793,0
17650,Merkez,-0.58647,0.187129,0
17650,Gezegen1,2.76507,-9.15285,0
17650,Gezegen2,-4.81598,19.7067,0
17700,Merkez,-0.586983,0.187837,0
17700,Gezegen1,3.23366,-8.96683,0
17700,Gezegen2,-5.15714,19.628,0
17750,Merkez,-0.587493,0.188552,0
17750,Gezegen1,3.69247,-8.75735,0
17750,Gezegen2,-5.49686,19.5431,0
17800,Merkez,-0.588,0.189274,0
17800,Gezegen1,4.1403,-8.52494,0
17800,Gezegen2,-5.83504,19.4521,0
17850,Merkez,-0.588503,0.190004,0
17850,Gezegen1,4.576,-8.27016,0
17850,Gezegen2,-6.17157,19.3551,0
17900,Merkez,-0.589002,0.190743,0
17900,Gezegen1,4.99845,-7.99365,0
17900,Gezegen2,-6.50634,19.2521,0
17950,Merkez,-0.589495,0.191491,0
17950,Gezegen1,5.40653,-7.69611,0
17950,Gezegen2,-6.83925,19.1431,0
18000,Merkez,-0.589983,0.192248,0
18000,Gezegen1,5.7992,-7.37829,0
18000,Gezegen2,-7.1702,19.0281,0
18050,Merkez,-0.590465,0.193015,0
18050,Gezegen1,6.17544,-7.04099,0
18050,Gezegen2,-7.49907,18.9072,0
18100,Merkez,-0.59094,0.193793,0
18100,Gezegen1,6.53427,-6.68508,0
18100,Gezegen2,-7.82576,18.7804,0
18150,Merkez,-0.591409,0.194583,0
18150,Gezegen1,6.87475,-6.31145,0
18150,Gezegen2,-8.15018,18.6477,0
18200,Merkez,-0.59187,0.195385,0
18200,Gezegen1,7.19602,-5.92106,0
18200,Gezegen2,-8.47221,18.5092,0
18250,Merkez,-0.592323,0.1962,0
18250,Gezegen1,7.49723,-5.51492,0
18250,Gezegen2,-8.79175,18.365,0
18300,Merkez,-0.592769,0.197029,0
18300,Gezegen1,7.77761,-5.09406,0
18300,Gezegen2,-9.1087,18.2149,0
18350,Merkez,-0.593207,0.197873,0
18350,Gezegen1,8.03644,-4.65958,0
18350,Gezegen2,-9.42296,18.0592,0
18400,Merkez,-0.593636,0.198733,0
18400,Gezegen1,8.27305,-4.21258,0
18400,Gezegen2,-9.73443,17.8979,0
18450,Merkez,-0.594057,0.199609,0
18450,Gezegen1,8.48683,-3.75421,0
18450,Gezegen2,-10.043,17.7309,0
18500,Merkez,-0.594469,0.200503,0
18500,Gezegen1,8.67724,-3.28567,0
18500,Gezegen2,-10.3486,17.5584,0
18550,Merkez,-0.594873,0.201416,0
18550,Gezegen1,8.84379,-2.80814,0
18550,Gezegen2,-10.6511,17.3805,0
18600,Merkez,-0.595269,0.202348,0
18600,Gezegen1,8.98607,-2.32287,0
18600,Gezegen2,-10.9504,17.197,0
18650,Merkez,-0.595657,0.2033,0
18650,Gezegen1,9.10372,-1.8311,0
18650,Gezegen2,-11.2464,17.0082,0
18700,Merkez,-0.596036,0.204274,0
18700,Gezegen1,9.19646,-1.33409,0
18700,Gezegen2,-11.539,16.814,0
18750,Merkez,-0.596408,0.20527,0
18750,Gezegen1,9.26405,-0.833126,0
18750,Gezegen2,-11.8282,16.6145,0
18800,Merkez,-0.596773,0.20629,0
18800,Gezegen1,9.30634,-0.329487,0
18800,Gezegen2,-12.1138,16.4099,0
18850,Merkez,-0.59713,0.207334,0
18850,Gezegen1,9.32325,0.175535,0
18850,Gezegen2,-12.3957,16.2,0
18900,Merkez,-0.597481,0.208404,0
18900,Gezegen1,9.31474,0.680649,0
18900,Gezegen2,-12.6738,15.9851,0
18950,Merkez,-0.597825,0.2095,0
18950,Gezegen1,9.28087,1.18457,0
18950,Gezegen2,-12.9481,15.7651,0
19000,Merkez,-0.598164,0.210623,0
19000,Gezegen1,9.22174,1.686,0
19000,Gezegen2,-13.2185,15.5402,0
19050,Merkez,-0.598499,0.211774,0
19050,Gezegen1,9.13753,2.18368,0
19050,Gezegen2,-13.4848,15.3104,0
19100,Merkez,-0.598828,0.212955,0
19100,Gezegen1,9.02848,2.67634,0
19100,Gezegen2,-13.747,15.0758,0
19150,Merkez,-0.599155,0.214166,0
19150,Gezegen1,8.89489,3.16273,0
19150,Gezegen2,-14.005,14.8364,0
19200,Merkez,-0.599479,0.215407,0
19200,Gezegen1,8.73713,3.64164,0
19200,Gezegen2,-14.2587,14.5923,0
19250,Merkez,-0.599801,0.21668,0
19250,Gezegen1,8.55563,4.11184,0
19250,Gezegen2,-14.508,14.3436,0
19300,Merkez,-0.600122,0.217986,0
19300,Gezegen1,8.35088,4.57217,0
19300,Gezegen2,-14.7528,14.0903,0
19350,Merkez,-0.600443,0.219325,0
19350,Gezegen1,8.12343,5.02147,0
19350,Gezegen2,-14.9931,13.8326,0
19400,Merkez,-0.600765,0.220699,0
19400,Gezegen1,7.87388,5.45863,0
19400,Gezegen2,-15.2288,13.5706,0
19450,Merkez,-0.601089,0.222106,0
19450,Gezegen1,7.60288,5.88255,0
19450,Gezegen2,-15.4598,13.3042,0
19500,Merkez,-0.601417,0.22355,0
19500,Gezegen1,7.31116,6.29219,0
19500,Gezegen2,-15.6859,13.0336,0
19550,Merkez,-0.601748,0.225029,0
19550,Gezegen1,6.99947,6.68654,0
19550,Gezegen2,-15.9072,12.7589,0
19600,Merkez,-0.602086,0.226545,0
19600,Gezegen1,6.66863,7.06464,0
19600,Gezegen2,-16.1236,12.4801,0
19650,Merkez,-0.60243,0.228097,0
19650,Gezegen1,6.31948,7.42554,0
19650,Gezegen2,-16.3349,12.1974,0
19700,Merkez,-0.602782,0.229688,0
19700,Gezegen1,5.95294,7.76839,0
19700,Gezegen2,-16.5411,11.9108,0
19750,Merkez,-0.603144,0.231316,0
19750,Gezegen1,5.56994,8.09234,0
19750,Gezegen2,-16.7422,11.6204,0
19800,Merkez,-0.603517,0.232982,0
19800,Gezegen1,5.17147,8.39662,0
19800,Gezegen2,-16.938,11.3263,0
19850,Merkez,-0.603901,0.234686,0
19850,Gezegen1,4.75853,8.6805,0
19850,Gezegen2,-17.1285,11.0287,0
19900,Merkez,-0.604299,0.236429,0
19900,Gezegen1,4.33219,8.9433,0
19900,Gezegen2,-17.3136,10.7275,0
19950,Merkez,-0.604712,0.238211,0
19950,Gezegen1,3.89351,9.1844,0
19950,Gezegen2,-17.4933,10.4228,0
